Rank	Kanji	Occurrences	Percentage	Cumulative%	Heisig Index	Heisig Keyword
1731	綿	3604	0.00%	98.17%	1367	cotton
1732	雌	3592	0.00%	98.17%	563	feminine
1733	澄	3589	0.00%	98.17%	1704	lucidity
1734	霧	3582	0.00%	98.18%	1228	fog
1735	乃	3566	0.00%	98.18%	686	from
1736	絞	3566	0.00%	98.18%	1348	strangle
1737	虚	3566	0.00%	98.19%	1993	void
1738	呪	3562	0.00%	98.19%	2169	curse
1739	班	3554	0.00%	98.19%	1229	squad
1740	佳	3550	0.00%	98.20%	970	excellent
1741	碁	3549	0.00%	98.20%	1766	Go
1742	慈	3543	0.00%	98.20%	1389	mercy
1743	哨	3523	0.00%	98.21%	2154	scout
1744	輌	3520	0.00%	98.21%	-	-
1745	纂	3506	0.00%	98.21%	2641	redaction
1746	瑞	3504	0.00%	98.22%	2563	fortunate
1747	鉛	3493	0.00%	98.22%	794	lead (metal)
1748	穏	3480	0.00%	98.22%	1147	calm
1749	菩	3471	0.00%	98.23%	2957	bo tree
1750	寧	3465	0.00%	98.23%	834	rather
1751	竣	3460	0.00%	98.23%	2062	complete a job
1752	麓	3446	0.00%	98.24%	2839	foot of a mountain
1753	准	3442	0.00%	98.24%	560	quasi-
1754	隅	3431	0.00%	98.24%	1958	corner
1755	漏	3427	0.00%	98.25%	1068	leak
1756	跳	3425	0.00%	98.25%	1284	hop
1757	猟	3425	0.00%	98.25%	1940	game hunting
1758	尺	3423	0.00%	98.26%	1070	shaku
1759	傑	3422	0.00%	98.26%	999	greatness
1760	鼓	3417	0.00%	98.26%	1444	drum
1761	厩	3416	0.00%	98.27%	-	-
1762	畜	3409	0.00%	98.27%	1384	livestock
1763	貌	3408	0.00%	98.27%	2733	countenance
1764	壮	3403	0.00%	98.28%	321	robust
1765	魏	3395	0.00%	98.28%	-	-
1766	讃	3394	0.00%	98.28%	2711	compliment
1767	潤	3390	0.00%	98.28%	1627	wet
1768	貼	3382	0.00%	98.29%	2736	affix
1769	疫	3370	0.00%	98.29%	1689	epidemic
1770	篇	3367	0.00%	98.29%	2645	livraison
1771	汎	3356	0.00%	98.30%	2327	pan
1772	涼	3349	0.00%	98.30%	313	refreshing
1773	誓	3337	0.00%	98.30%	1133	vow
1774	偉	3330	0.00%	98.31%	1643	admirable
1775	胆	3322	0.00%	98.31%	31	gall bladder
1776	蹴	3316	0.00%	98.31%	2742	kick
1777	是	3312	0.00%	98.32%	388	just so
1778	羊	3305	0.00%	98.32%	547	sheep
1779	歓	3301	0.00%	98.32%	570	delight
1780	奮	3299	0.00%	98.33%	565	stirred up
1781	勾	3293	0.00%	98.33%	2148	flexed
1782	褐	3292	0.00%	98.33%	453	brown
1783	懲	3285	0.00%	98.33%	888	penal
1784	謙	3279	0.00%	98.34%	1600	self-effacing
1785	敢	3268	0.00%	98.34%	826	daring
1786	萩	3263	0.00%	98.34%	2351	bush clover
1787	淳	3257	0.00%	98.35%	2318	immaculate
1788	賜	3246	0.00%	98.35%	1052	grant
1789	粛	3243	0.00%	98.35%	1733	solemn
1790	矛	3239	0.00%	98.36%	1225	halberd
1791	帥	3236	0.00%	98.36%	1270	commander
1792	践	3224	0.00%	98.36%	1286	tread
1793	吐	3221	0.00%	98.37%	151	spit
1794	敦	3218	0.00%	98.37%	2931	empathetic
1795	妊	3218	0.00%	98.37%	507	pregnancy
1796	苗	3199	0.00%	98.37%	234	seedling
1797	砦	3198	0.00%	98.38%	2045	fort
1798	錯	3190	0.00%	98.38%	1185	confused
1799	砕	3190	0.00%	98.38%	116	smash
1800	幽	3183	0.00%	98.39%	1380	faint
1801	猪	3180	0.00%	98.39%	1262	boar
1802	餌	3177	0.00%	98.39%	2797	feed
1803	嫁	3176	0.00%	98.40%	542	marry into
1804	舌	3172	0.00%	98.40%	41	tongue
1805	兆	3161	0.00%	98.40%	235	portent
1806	淵	3156	0.00%	98.40%	2966	abyss [old]
1807	漠	3154	0.00%	98.41%	230	vague
1808	綾	3140	0.00%	98.41%	2668	damask
1809	刃	3140	0.00%	98.41%	84	blade
1810	鋳	3131	0.00%	98.42%	1566	casting
1811	閲	3124	0.00%	98.42%	1618	review
1812	胤	3109	0.00%	98.42%	2921	blood relative
1813	玩	3105	0.00%	98.43%	2567	toy
1814	淀	3088	0.00%	98.43%	2330	eddy
1815	拾	3079	0.00%	98.43%	667	pick up
1816	膚	3074	0.00%	98.43%	1992	skin
1817	剥	3070	0.00%	98.44%	2145	peel off
1818	磯	3059	0.00%	98.44%	2594	rocky beach
1819	把	3039	0.00%	98.44%	1752	grasp
1820	鍋	3038	0.00%	98.45%	2757	pot
1821	駄	3032	0.00%	98.45%	1986	burdensome
1822	涙	3021	0.00%	98.45%	1082	tears
1823	帽	3014	0.00%	98.45%	408	cap
1824	烏	3011	0.00%	98.46%	1944	crow
1825	妥	3003	0.00%	98.46%	728	gentle
1826	亮	2995	0.00%	98.46%	2920	translucent
1827	叫	2991	0.00%	98.47%	1508	shout
1828	遮	2983	0.00%	98.47%	1192	intercept
1829	泣	2981	0.00%	98.47%	432	cry
1830	喪	2978	0.00%	98.47%	1926	miss
1831	壌	2975	0.00%	98.48%	1529	lot
1832	醸	2972	0.00%	98.48%	1527	brew
1833	惜	2961	0.00%	98.48%	1187	pity
1834	彗	2954	0.00%	98.48%	2850	comet
1835	伎	2945	0.00%	98.49%	2122	performing artist
1836	酔	2934	0.00%	98.49%	1435	drunk
1837	脊	2931	0.00%	98.49%	2071	spinal column
1838	辻	2925	0.00%	98.50%	279	crossing
1839	瓶	2912	0.00%	98.50%	1032	flower pot
1840	瓦	2908	0.00%	98.50%	1031	tile
1841	倣	2904	0.00%	98.50%	979	emulate
1842	礁	2904	0.00%	98.51%	558	reef
1843	棲	2903	0.00%	98.51%	2496	roost
1844	忌	2892	0.00%	98.51%	599	mourning
1845	諾	2885	0.00%	98.52%	351	consent
1846	慰	2885	0.00%	98.52%	1096	consolation
1847	諏	2875	0.00%	98.52%	2722	advise
1848	墨	2865	0.00%	98.52%	175	black ink
1849	賭	2854	0.00%	98.53%	1264	gamble
1850	鞭	2852	0.00%	98.53%	2783	whip
1851	庵	2849	0.00%	98.53%	2056	hermitage
1852	洛	2845	0.00%	98.53%	2302	old Kyoto
1853	胡	2842	0.00%	98.54%	2470	uncivilized
1854	僕	2841	0.00%	98.54%	1794	me
1855	据	2837	0.00%	98.54%	1064	set
1856	鴨	2836	0.00%	98.54%	2835	wild duck
1857	汲	2830	0.00%	98.55%	2322	draw water
1858	唆	2826	0.00%	98.55%	766	tempt
1859	唄	2821	0.00%	98.55%	2178	pop song
1860	槻	2819	0.00%	98.56%	2527	zelkova
1861	賠	2811	0.00%	98.56%	476	compensation
1862	籠	2798	0.00%	98.56%	-	-
1863	綴	2796	0.00%	98.56%	2073	mend
1864	汁	2793	0.00%	98.57%	140	soup
1865	甥	2788	0.00%	98.57%	2910	nephew
1866	焦	2782	0.00%	98.57%	557	char
1867	韻	2778	0.00%	98.57%	481	rhyme
1868	蒙	2773	0.00%	98.58%	2384	darken
1869	髄	2762	0.00%	98.58%	1290	marrow
1870	遡	2756	0.00%	98.58%	2847	go upstream
1871	逝	2755	0.00%	98.58%	1132	departed
1872	鐘	2753	0.00%	98.59%	438	bell
1873	裸	2753	0.00%	98.59%	1124	naked
1874	趙	2750	0.00%	98.59%	-	-
1875	俵	2743	0.00%	98.59%	1547	bag
1876	汽	2742	0.00%	98.60%	1886	vapor
1877	芦	2733	0.00%	98.60%	2364	hollow reed
1878	疲	2722	0.00%	98.60%	1688	tired
1879	吊	2717	0.00%	98.60%	2171	dangle
1880	鍛	2714	0.00%	98.61%	1860	forge
1881	胎	2710	0.00%	98.61%	748	womb
1882	凶	2709	0.00%	98.61%	1490	villain
1883	靖	2707	0.00%	98.62%	2621	repose
1884	岬	2700	0.00%	98.62%	1115	headland
1885	陀	2690	0.00%	98.62%	2955	Shakyamuni Buddha
1886	橘	2689	0.00%	98.62%	2494	mandarin orange
1887	穀	2682	0.00%	98.63%	917	cereals
1888	凝	2680	0.00%	98.63%	1412	congeal
1889	煮	2675	0.00%	98.63%	1257	boil
1890	哉	2670	0.00%	98.63%	2704	I wonder
1891	藻	2669	0.00%	98.64%	2035	seaweed
1892	鯨	2666	0.00%	98.64%	315	whale
1893	帆	2663	0.00%	98.64%	406	sail
1894	倶	2661	0.00%	98.64%	2124	mate
1895	倭	2654	0.00%	98.65%	2106	Yamato
1896	曰	2651	0.00%	98.65%	578	sayeth
1897	跨	2649	0.00%	98.65%	2744	straddle
1898	斑	2630	0.00%	98.65%	2556	speckled
1899	鞍	2626	0.00%	98.66%	2782	saddle
1900	湘	2623	0.00%	98.66%	-	-
1901	狼	2621	0.00%	98.66%	2339	wolf
1902	零	2618	0.00%	98.66%	1402	zero
1903	窮	2610	0.00%	98.67%	1326	hard up
1904	萌	2609	0.00%	98.67%	2377	germinate
1905	恭	2609	0.00%	98.67%	1803	respect
1906	嶺	2607	0.00%	98.67%	2228	mountaintop
1907	欄	2605	0.00%	98.68%	1628	column
1908	廉	2604	0.00%	98.68%	1601	bargain
1909	畠	2592	0.00%	98.68%	2916	dry field
1910	窟	2591	0.00%	98.68%	2615	cavern
1911	篤	2579	0.00%	98.68%	1988	fervent
1912	隈	2577	0.00%	98.69%	2427	nook
1913	儒	2576	0.00%	98.69%	1166	Confucian
1914	隙	2573	0.00%	98.69%	2426	chink
1915	凡	2571	0.00%	98.69%	62	mediocre
1916	靴	2557	0.00%	98.70%	1894	shoes
1917	翔	2540	0.00%	98.70%	2933	soar
1918	糧	2535	0.00%	98.70%	926	provisions
1919	遍	2532	0.00%	98.70%	1824	everywhere
1920	塊	2527	0.00%	98.71%	2024	clod
1921	馴	2518	0.00%	98.71%	2807	tame
1922	粧	2518	0.00%	98.71%	923	cosmetics
1923	簿	2510	0.00%	98.71%	949	register
1924	潔	2508	0.00%	98.72%	1548	undefiled
1925	缶	2508	0.00%	98.72%	1965	tin can
1926	昧	2496	0.00%	98.72%	2445	obscure
1927	曾	2495	0.00%	98.72%	-	-
1928	縛	2492	0.00%	98.73%	1376	truss
1929	頑	2490	0.00%	98.73%	61	stubborn
1930	匿	2483	0.00%	98.73%	1692	hide
1931	窒	2481	0.00%	98.73%	1321	plug up
1932	擢	2480	0.00%	98.73%	2272	outstanding
1933	廊	2477	0.00%	98.74%	1852	corridor
1934	嘆	2473	0.00%	98.74%	1579	sigh
1935	遼	2472	0.00%	98.74%	2419	remote (RTK3)
1936	漂	2465	0.00%	98.74%	1607	drift
1937	豚	2464	0.00%	98.75%	538	pork
1938	囚	2452	0.00%	98.75%	1018	captured
1939	迦	2438	0.00%	98.75%	2959	Sanskrit ka
1940	藍	2437	0.00%	98.75%	2371	indigo
1941	骸	2434	0.00%	98.76%	2874	remains
1942	槍	2434	0.00%	98.76%	2516	lance
1943	膝	2430	0.00%	98.76%	2461	knee
1944	錬	2418	0.00%	98.76%	2030	tempering
1945	胃	2414	0.00%	98.76%	29	stomach
1946	圓	2412	0.00%	98.77%	-	-
1947	笛	2411	0.00%	98.77%	1111	flute
1948	鳩	2401	0.00%	98.77%	1946	pigeon
1949	顎	2399	0.00%	98.77%	2795	chin
1950	刈	2399	0.00%	98.78%	1488	reap
1951	填	2389	0.00%	98.78%	2190	stuff up
1952	潰	2386	0.00%	98.78%	2319	defile
1953	泌	2372	0.00%	98.78%	636	ooze
1954	或	2367	0.00%	98.79%	2091	a
1955	弧	2366	0.00%	98.79%	1878	arc
1956	喚	2362	0.00%	98.79%	1042	yell
1957	樺	2362	0.00%	98.79%	2515	birch
1958	袖	2359	0.00%	98.79%	1108	sleeve
1959	俺	2358	0.00%	98.80%	2058	myself
1960	樽	2349	0.00%	98.80%	2506	barrel
1961	牙	2347	0.00%	98.80%	1904	tusk
1962	棚	2323	0.00%	98.80%	202	shelf
1963	諭	2322	0.00%	98.80%	352	rebuke
1964	枯	2312	0.00%	98.81%	206	wither
1965	臼	2309	0.00%	98.81%	2063	mortar
1966	笹	2302	0.00%	98.81%	940	bamboo grass
1967	詣	2302	0.00%	98.81%	2715	visit a shrine
1968	擦	2296	0.00%	98.82%	1104	grate
1969	癒	2276	0.00%	98.82%	2037	healing
1970	綻	2275	0.00%	98.82%	2670	come apart at the seams
1971	挫	2272	0.00%	98.82%	2845	sprain
1972	椅	2272	0.00%	98.82%	2480	chair
1973	戚	2271	0.00%	98.83%	2882	relatives
1974	閏	2266	0.00%	98.83%	-	-
1975	灘	2265	0.00%	98.83%	2321	rough seas
1976	崖	2254	0.00%	98.83%	2227	bluffs
1977	楼	2249	0.00%	98.84%	930	watchtower
1978	肖	2244	0.00%	98.84%	114	resemblance
1979	哺	2244	0.00%	98.84%	-	-
1980	粗	2241	0.00%	98.84%	1777	coarse
1981	爪	2237	0.00%	98.84%	727	claw
1982	鳳	2236	0.00%	98.85%	2142	phoenix
1983	牌	2232	0.00%	98.85%	2873	mahjong tiles
1984	麺	2231	0.00%	98.85%	2752	noodles
1985	飢	2213	0.00%	98.85%	1475	hungry
1986	稽	2205	0.00%	98.85%	2088	training
1987	醐	2204	0.00%	98.86%	2749	ghee
1988	鱗	2202	0.00%	98.86%	2054	scaled
1989	遽	2198	0.00%	98.86%	-	-
1990	廠	2196	0.00%	98.86%	-	-
1991	薫	2193	0.00%	98.86%	1681	fragrant
1992	瘍	2192	0.00%	98.87%	-	-
1993	醍	2191	0.00%	98.87%	2747	whey
1994	堆	2190	0.00%	98.87%	2185	piled high
1995	癖	2186	0.00%	98.87%	1691	mannerism
1996	鶏	2184	0.00%	98.87%	1947	chicken
1997	累	2183	0.00%	98.88%	1364	accumulate
1998	股	2180	0.00%	98.88%	2454	thigh
1999	腺	2171	0.00%	98.88%	2466	gland
2000	楊	2161	0.00%	98.88%	2473	purple willow
2001	伺	2151	0.00%	98.88%	1864	pay respects
2002	詠	2146	0.00%	98.89%	345	recitation
2003	袁	2145	0.00%	98.89%	-	-
2004	憧	2143	0.00%	98.89%	2280	yearn
2005	牟	2142	0.00%	98.89%	2961	moo
2006	姻	2137	0.00%	98.89%	584	matrimony
2007	湊	2137	0.00%	98.90%	2309	port
2008	婿	2136	0.00%	98.90%	395	bridegroom
2009	肌	2133	0.00%	98.90%	66	texture
2010	娠	2132	0.00%	98.90%	2012	with child
2011	喧	2131	0.00%	98.91%	2163	clamor
2012	侶	2124	0.00%	98.91%	2121	partner
2013	泡	2117	0.00%	98.91%	533	bubble
2014	槽	2117	0.00%	98.91%	1176	vat
2015	廻	2116	0.00%	98.91%	2886	circling
2016	賑	2108	0.00%	98.92%	2739	bustling
2017	俣	2104	0.00%	98.92%	2127	fork in a road
2018	坪	2102	0.00%	98.92%	1486	two-mat area
2019	朴	2100	0.00%	98.92%	207	crude
2020	揆	2094	0.00%	98.92%	-	-
2021	燕	2093	0.00%	98.92%	2869	swallow
2022	肪	2093	0.00%	98.93%	494	obese
2023	學	2092	0.00%	98.93%	-	-
2024	暇	2090	0.00%	98.93%	1882	spare time
2025	裔	2080	0.00%	98.93%	-	-
2026	頓	2077	0.00%	98.93%	2788	immediate
2027	宛	2074	0.00%	98.94%	1417	address
2028	窪	2071	0.00%	98.94%	1323	depression
2029	溜	2063	0.00%	98.94%	2324	cumulation
2030	湧	2060	0.00%	98.94%	2284	bubble up
2031	赦	2043	0.00%	98.94%	1744	pardon
2032	宴	2041	0.00%	98.95%	191	banquet
2033	哀	2037	0.00%	98.95%	401	pathetic
2034	曖	2032	0.00%	98.95%	2437	equivocal
2035	憂	2031	0.00%	98.95%	616	melancholy
2036	睦	2030	0.00%	98.95%	1514	intimate
2037	凌	2022	0.00%	98.96%	2136	pull through
2038	圭	2020	0.00%	98.96%	155	squared jewel
2039	楕	2018	0.00%	98.96%	2531	ellipse
2040	皿	2016	0.00%	98.96%	1447	dish
2041	辱	2002	0.00%	98.96%	2009	embarrass
2042	霞	2002	0.00%	98.97%	2779	haze
2043	枕	2001	0.00%	98.97%	2472	pillow
2044	痕	1997	0.00%	98.97%	2578	scar
2045	飽	1990	0.00%	98.97%	1480	sated
2046	吏	1982	0.00%	98.97%	693	officer
2047	閑	1982	0.00%	98.97%	1625	leisure
2048	鉢	1979	0.00%	98.98%	271	bowl
2049	戴	1972	0.00%	98.98%	2702	accept humbly
2050	楠	1972	0.00%	98.98%	1614	camphor tree
2051	奔	1967	0.00%	98.98%	1196	bustle
2052	沸	1965	0.00%	98.98%	1237	seethe
2053	殴	1964	0.00%	98.99%	1698	assault
2054	鷲	1961	0.00%	98.99%	2834	eagle
2055	云	1959	0.00%	98.99%	2102	quote
2056	扶	1954	0.00%	98.99%	839	aid
2057	酢	1949	0.00%	98.99%	1434	vinegar
2058	盲	1949	0.00%	99.00%	486	blind
2059	捧	1940	0.00%	99.00%	2265	dedicate (RTK3)
2060	渕	1928	0.00%	99.00%	2325	abyss
2061	慌	1924	0.00%	99.00%	624	disconcerted
2062	謳	1921	0.00%	99.00%	-	-
2063	騰	1921	0.00%	99.00%	1989	inflation
2064	腔	1918	0.00%	99.01%	2465	body cavity
2065	慕	1917	0.00%	99.01%	633	pining
2066	惧	1915	0.00%	99.01%	-	-
2067	昨	1911	0.00%	99.01%	1140	yesterday
2068	莫	1911	0.00%	99.01%	2105	shalt
2069	撰	1908	0.00%	99.02%	2253	assortment
2070	獅	1908	0.00%	99.02%	2345	lion
2071	酬	1907	0.00%	99.02%	1432	repay
2072	娯	1897	0.00%	99.02%	1898	recreation
2073	晃	1892	0.00%	99.02%	2446	limpid
2074	廟	1888	0.00%	99.02%	2239	tomb sanctuary
2075	嚢	1887	0.00%	99.03%	2883	cyst
2076	愚	1880	0.00%	99.03%	1957	foolish
2077	條	1877	0.00%	99.03%	-	-
2078	遥	1874	0.00%	99.03%	2418	far off
2079	卑	1868	0.00%	99.03%	1511	lowly
2080	甚	1867	0.00%	99.03%	1768	tremendously
2081	抹	1862	0.00%	99.04%	644	rub
2082	租	1862	0.00%	99.04%	1778	tariff
2083	栖	1855	0.00%	99.04%	2497	nestle
2084	冥	1853	0.00%	99.04%	2841	Hades
2085	腎	1844	0.00%	99.04%	2453	kidney
2086	拉	1843	0.00%	99.05%	-	-
2087	卸	1841	0.00%	99.05%	1397	wholesale
2088	讐	1839	0.00%	99.05%	2707	vendetta
2089	凱	1834	0.00%	99.05%	2077	triumph
2090	姦	1827	0.00%	99.05%	2194	violate
2091	梶	1826	0.00%	99.05%	2502	oar
2092	耶	1824	0.00%	99.06%	2680	exclamation
2093	濁	1817	0.00%	99.06%	835	voiced
2094	耗	1810	0.00%	99.06%	1914	decrease
2095	堰	1809	0.00%	99.06%	2191	dam
2096	藝	1808	0.00%	99.06%	2352	technique [old]
2097	曳	1796	0.00%	99.06%	2848	drag
2098	鐵	1788	0.00%	99.07%	-	-
2099	灌	1785	0.00%	99.07%	-	-
2100	惣	1781	0.00%	99.07%	2432	firstborn son
2101	溢	1780	0.00%	99.07%	2315	brimming
2102	揶	1775	0.00%	99.07%	-	-
2103	揄	1773	0.00%	99.07%	-	-
2104	虹	1769	0.00%	99.08%	520	rainbow
2105	褒	1766	0.00%	99.08%	998	praise
2106	苑	1766	0.00%	99.08%	1419	garden
2107	翅	1765	0.00%	99.08%	-	-
2108	縫	1761	0.00%	99.08%	1563	sew
2109	欺	1761	0.00%	99.08%	1762	deceit
2110	辿	1742	0.00%	99.09%	2413	track down
2111	悼	1741	0.00%	99.09%	621	lament
2112	釧	1740	0.00%	99.09%	-	-
2113	祇	1738	0.00%	99.09%	2600	local god
2114	叡	1735	0.00%	99.09%	2905	sapience
2115	憎	1734	0.00%	99.09%	626	hate
2116	詐	1731	0.00%	99.10%	1141	lie
2117	毅	1715	0.00%	99.10%	2889	stalwart
2118	蝶	1715	0.00%	99.10%	521	butterfly
2119	其	1714	0.00%	99.10%	-	-
2120	恨	1712	0.00%	99.10%	1460	resentment
2121	憑	1708	0.00%	99.10%	2428	possessed
2122	蝦	1703	0.00%	99.11%	2689	shrimp
2123	挺	1702	0.00%	99.11%	2267	counter for tools
2124	嘩	1697	0.00%	99.11%	2160	quarrel
2125	伽	1692	0.00%	99.11%	2115	look after
2126	尖	1690	0.00%	99.11%	2903	sharp point
2127	焉	1690	0.00%	99.11%	-	-
2128	暑	1687	0.00%	99.11%	1260	sultry
2129	弊	1686	0.00%	99.12%	1041	abuse
2130	渦	1680	0.00%	99.12%	1292	whirlpool
2131	掴	1679	0.00%	99.12%	2249	clutch
2132	蛍	1677	0.00%	99.12%	518	lightning bug
2133	悠	1671	0.00%	99.12%	958	remote
2134	紳	1667	0.00%	99.12%	1361	sire
2135	漬	1665	0.00%	99.13%	1545	pickling
2136	肯	1660	0.00%	99.13%	374	agreement
2137	黎	1658	0.00%	99.13%	2935	tenebrous
2138	迅	1656	0.00%	99.13%	280	swift
2139	彙	1656	0.00%	99.13%	2997	glossary
2140	筐	1654	0.00%	99.13%	-	-
2141	聘	1648	0.00%	99.14%	2678	summons
2142	殉	1648	0.00%	99.14%	809	martyrdom
2143	悔	1643	0.00%	99.14%	625	repent
2144	箕	1641	0.00%	99.14%	2643	winnowing fan
2145	塵	1638	0.00%	99.14%	2838	dust
2146	畔	1633	0.00%	99.14%	1204	paddy ridge
2147	恥	1632	0.00%	99.14%	823	shame
2148	拐	1630	0.00%	99.15%	656	kidnap
2149	抄	1629	0.00%	99.15%	647	extract
2150	坦	1624	0.00%	99.15%	2188	flat
2151	巳	1618	0.00%	99.15%	2042	sign of the snake
2152	嘱	1612	0.00%	99.15%	1954	entrust
2153	斯	1610	0.00%	99.15%	2890	this
2154	凄	1606	0.00%	99.16%	2133	nifty
2155	蔑	1603	0.00%	99.16%	2390	revile
2156	萬	1602	0.00%	99.16%	2969	ten thousand [old]
2157	廣	1602	0.00%	99.16%	-	-
2158	邑	1600	0.00%	99.16%	2180	city walls
2159	荻	1599	0.00%	99.16%	242	reed
2160	寅	1594	0.00%	99.16%	2006	sign of the tiger
2161	騨	1590	0.00%	99.17%	2804	piebald
2162	歪	1584	0.00%	99.17%	2862	warped
2163	迂	1579	0.00%	99.17%	2415	detour
2164	汰	1578	0.00%	99.17%	2316	cleanse
2165	惹	1578	0.00%	99.17%	2429	attract
2166	紐	1577	0.00%	99.17%	2661	string
2167	穫	1577	0.00%	99.17%	908	harvest
2168	庇	1575	0.00%	99.18%	2236	overhang
2169	朋	1571	0.00%	99.18%	19	companion
2170	紡	1570	0.00%	99.18%	1357	spinning
2171	杖	1568	0.00%	99.18%	2504	cane
2172	璧	1566	0.00%	99.18%	-	-
2173	叶	1563	0.00%	99.18%	2173	within my ability
2174	暁	1558	0.00%	99.18%	1201	daybreak
2175	挨	1549	0.00%	99.19%	2248	shove
2176	拶	1548	0.00%	99.19%	2261	imminent
2177	睡	1547	0.00%	99.19%	1583	drowsy
2178	琶	1546	0.00%	99.19%	2913	lute
2179	瞳	1545	0.00%	99.19%	437	pupil
2180	憩	1544	0.00%	99.19%	611	recess
2181	峨	1543	0.00%	99.20%	2226	high mountain
2182	喰	1541	0.00%	99.20%	2182	ingest
2183	聡	1539	0.00%	99.20%	2677	attentive
2184	鄭	1539	0.00%	99.20%	2425	courtesy
2185	琵	1538	0.00%	99.20%	2912	biwa
2186	懇	1533	0.00%	99.20%	1970	sociable
2187	貰	1530	0.00%	99.20%	2737	get
2188	眺	1526	0.00%	99.21%	237	stare
2189	杵	1523	0.00%	99.21%	2503	wooden pestle
2190	濫	1521	0.00%	99.21%	1454	overflow
2191	楚	1518	0.00%	99.21%	-	-
2192	賄	1517	0.00%	99.21%	80	bribe
2193	噛	1516	0.00%	99.21%	2172	chew
2194	杜	1513	0.00%	99.21%	2500	temple grove
2195	唇	1511	0.00%	99.22%	2013	lips
2196	纏	1511	0.00%	99.22%	2663	summarize
2197	諱	1507	0.00%	99.22%	-	-
2198	忙	1503	0.00%	99.22%	618	busy
2199	嗜	1497	0.00%	99.22%	-	-
2200	硝	1496	0.00%	99.22%	115	nitrate
2201	鬱	1494	0.00%	99.22%	-	-
2202	錐	1484	0.00%	99.23%	2760	awl
2203	爬	1482	0.00%	99.23%	-	-
2204	餓	1478	0.00%	99.23%	1476	starve
2205	亘	1460	0.00%	99.23%	32	span
2206	絹	1459	0.00%	99.23%	1368	silk
2207	鴻	1449	0.00%	99.23%	2313	large goose
2208	糞	1449	0.00%	99.23%	2653	excrement
2209	欽	1443	0.00%	99.23%	3004	circumspect
2210	熙	1442	0.00%	99.24%	-	-
2211	寂	1441	0.00%	99.24%	720	loneliness
2212	寵	1438	0.00%	99.24%	2982	patronage
2213	醤	1438	0.00%	99.24%	2746	soy sauce
2214	婆	1434	0.00%	99.24%	804	old woman
2215	冶	1433	0.00%	99.24%	2137	metallurgy
2216	諦	1428	0.00%	99.24%	2716	give up
2217	糾	1424	0.00%	99.25%	1509	twist
2218	捻	1419	0.00%	99.25%	2251	wrenching
2219	頁	1418	0.00%	99.25%	60	page
2220	戊	1411	0.00%	99.25%	-	-
2221	柿	1406	0.00%	99.25%	2481	persimmon
2222	猶	1406	0.00%	99.25%	1438	waver
2223	餅	1403	0.00%	99.25%	2802	mochi
2224	漆	1397	0.00%	99.25%	932	lacquer
2225	茅	1391	0.00%	99.26%	2385	grassy reed
2226	醒	1384	0.00%	99.26%	2750	awakening
2227	惟	1384	0.00%	99.26%	2276	ponder
2228	蜜	1383	0.00%	99.26%	776	honey
2229	粟	1379	0.00%	99.26%	2654	foxtail millet
2230	扮	1378	0.00%	99.26%	2246	disguise
2231	蒋	1378	0.00%	99.26%	-	-
2232	逢	1377	0.00%	99.27%	2417	tryst
2233	剖	1374	0.00%	99.27%	478	divide
2234	鵜	1373	0.00%	99.27%	2832	cormorant
2235	傭	1367	0.00%	99.27%	2128	hire
2236	蔽	1366	0.00%	99.27%	2358	cover over
2237	峯	1362	0.00%	99.27%	2977	summit [alternate]
2238	丞	1358	0.00%	99.27%	2919	helping hand
2239	蒼	1353	0.00%	99.27%	2399	pale blue
2240	嵯	1350	0.00%	99.28%	2230	rocky
2241	坑	1347	0.00%	99.28%	306	pit
2242	董	1341	0.00%	99.28%	-	-
2243	樋	1338	0.00%	99.28%	2520	downspout
2244	仇	1337	0.00%	99.28%	2114	foe
2245	榴	1336	0.00%	99.28%	-	-
2246	狗	1335	0.00%	99.28%	2341	pup
2247	巴	1334	0.00%	99.28%	2096	comma-design
2248	怠	1333	0.00%	99.29%	745	neglect
2249	悦	1333	0.00%	99.29%	619	ecstasy
2250	綬	1333	0.00%	99.29%	2672	gimp
2251	峙	1331	0.00%	99.29%	-	-
2252	紺	1331	0.00%	99.29%	1758	navy blue
2253	團	1326	0.00%	99.29%	-	-
2254	揖	1325	0.00%	99.29%	2263	interpretation
2255	爾	1325	0.00%	99.29%	2074	let it be
2256	脆	1324	0.00%	99.30%	2462	fragile
2257	串	1321	0.00%	99.30%	603	shish kebab
2258	麟	1315	0.00%	99.30%	2053	camelopard
2259	祷	1315	0.00%	99.30%	2598	beseech
2260	詔	1308	0.00%	99.30%	342	imperial edict
2261	喉	1307	0.00%	99.30%	2164	throat
2262	只	1303	0.00%	99.30%	53	only
2263	諜	1302	0.00%	99.30%	2726	secret agent
2264	曇	1297	0.00%	99.31%	424	cloudy weather
2265	叉	1292	0.00%	99.31%	2914	forked
2266	噺	1292	0.00%	99.31%	2176	spin a tale
2267	帖	1290	0.00%	99.31%	2231	quire
2268	壬	1288	0.00%	99.31%	-	-
2269	舷	1280	0.00%	99.31%	2675	gunwale
2270	撫	1279	0.00%	99.31%	2270	petting
2271	濱	1277	0.00%	99.31%	-	-
2272	芥	1275	0.00%	99.32%	2376	mustard
2273	鎧	1272	0.00%	99.32%	2076	suit of armor
2274	翁	1269	0.00%	99.32%	786	venerable old man
